IL ID,Cation,Anion,a,b,R^2
883,"n-1coo2,2,1,1",so4-2,-0.8001991958349051,0.003023607186690037,0.996904527768381
1541,"pip-3,1",ntf2,-0.7681880658000543,0.0033509199017852246,0.9968848865123371
563,"im-4,1",fap,-0.7159491659078185,0.003314417473840012,0.9968590798882475
277,"im-2,1",ntf2,-0.6669919925464023,0.003422964577390553,0.9968387354512356
1022,"n-2oh,1,1,1",bes,-0.5000811786084457,0.0018383400649626433,0.9967830761788076
1135,"n-4,4,4,1",ntf2,-1.024323187152462,0.003941984371649563,0.9967555232535807
223,"im-2,1D",tcb,-0.7441899482262414,0.003894578184169451,0.9967535461809037
361,"im-2cn,8",br,-0.6670154390024996,0.002308060628803315,0.9966599655793527
1794,"pyr-4,1",dca,-0.594153103985515,0.0031544263459338476,0.9966264800558384
1681,py-4,bf4,-0.956929295048601,0.003940941587154837,0.996587090811779
1321,"p-14,6,6,6",fecl4,-0.7086822708012098,0.002764582404997398,0.9965330783288945
1200,"n-8,8,8,1",ntf2,-0.8147159784267085,0.0032220059513485663,0.9964863268305688
1141,"n-4,4,4,4",capso,-0.670108637578874,0.00229133867640777,0.9964630056465196
1552,"pip-4,1",ntf2,-0.8888587957020466,0.003689030763670961,0.9963513861531197
1928,tht-4,dca,-0.8523331955185098,0.003873290314126577,0.9963495461523585
1664,"py-4,1[3]",dca,-0.8430025312720978,0.003971917869754557,0.996311766300706
1440,"p-4,4,4,4",mopso,-0.7283050830198798,0.002668568230327756,0.9962954006519907
1114,n-3oh,ac,-0.6988567293478498,0.002640669018182818,0.9962823238779159
1684,py-4,ntf2,-0.8108608523183515,0.0037051289713954366,0.9962679772507141
1298,"p-14,4,4,4",dbs,-0.7147299163663103,0.0026441163162844593,0.9960718045507155
